Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition,var9
DTW,Detroit Metropolitan Wayne County Airport,Spirit Airlines,Property Damage,Checked Baggage,Household Items,61.27,Settle,""
DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines,Property Damage,Checked Baggage,Clothing,75,Approve in Full,""
DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Currency,360,Settle,""
EAT,Pangborn Memorial,Alaska Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,500,Settle,""
EAT,Pangborn Memorial,Alaska Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Other,0,Deny,""
EAT,Pangborn Memorial,Alaska Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ECP,Northwest Florida Beaches International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing,63,Approve in Full,""
EGE,Eagle County Regional,UAL,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny,""
EGE,Eagle County Regional,American Airlines,Property Damage,Checked Baggage,Food & Drink,149,Approve in Full,""
EGE,Eagle County Regional,American Airlines,Property Damage,Checkpoint,Baggage/Cases/Purses,500,Settle,""
EKO,Elko Regional,Delta Air Lines,Passenger Property Loss,Checked Baggage,Food & Drink; Other; Tools & Home Improvement Supplies,50,Approve in Full,""
EKO,Elko Regional,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,100,Settle,""
EKO,Elko Regional,Southwest Airlines,Passenger Property Loss,Checkpoint,Medical/Science,0,Deny,""
ELM,Elmira Corning International,Allegiant Air,Property Damage,Checked Baggage,Clothing,500,Settle,""
ELM,Elmira Corning International,USAir,Passenger Property Loss,Checked Baggage,Audio/Video,78.8,Settle,""
ELM,Elmira Corning International,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Clothing,111.5,Settle,""
ELM,Elmira Corning International,USAir,Property Damage,Checked Baggage,Audio/Video,0,Deny,""
ELP,El Paso International Airport,Southwest Airlines,Property Damage,Checkpoint,Computer & Accessories,339.99,Settle,""
ELP,El Paso International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny,""
ELP,El Paso International Airport,American Airlines,Property Damage,Checked Baggage,Clothing,304.99,Approve in Full,""
ELP,El Paso International Airport,USAir,Property Damage,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses; Clothing,0,Deny,""
ELP,El Paso International Airport,Southwest Airlines,Property Damage,Checkpoint,Clothing,80,Approve in Full,""
ELP,El Paso International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny,""
ELP,El Paso International Airport,American Airlines,Property Damage,Checked Baggage,Clothing; Clothing; Food & Drink,0,Deny,""
ELP,El Paso International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Sporting Equipment & Supplies; Sporting Equipment & Supplies; Sporting Equipment & Supplies,0,Deny,""
ENV,Wendover Municipal Airport,Allegiant Air,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
ERI,Erie International,UAL,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny,""
EUG,Eugene Airport/Mahlon Sweet Field,UAL,Property Damage,Checkpoint,Travel Accessories,299.99,Approve in Full,""
EUG,Eugene Airport/Mahlon Sweet Field,UAL,Passenger Property Loss,Checked Baggage,Currency,0,Deny,""
EVV,Evansville Regional Airport,Delta Air Lines,Property Damage,Checked Baggage,Computer & Accessories,0,Deny,""
EWN,Craven County Regional,USAir,Property Damage,Checked Baggage,Computer & Accessories,0,Deny,""
EWN,Craven County Regional,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer & Accessories; Personal Electronics,0,Deny,""
EWN,Craven County Regional,Delta Air Lines,Property Damage,Checkpoint,Personal Electronics,99,Settle,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Currency; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,500,Settle,""
EWR,Newark International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,120,Approve in Full,""
EWR,Newark International Airport,UAL,Property Damage,Checkpoint,Personal Electronics,192,Approve in Full,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras; Food & Drink; Other; Other,300,Settle,""
EWR,Newark International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny,""
EWR,Newark International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,150,Settle,""
EWR,Newark International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,200,Settle,""
EWR,Newark International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,1073.38,Settle,""
EWR,Newark International Airport,UAL,Property Damage,Checked Baggage,Home Decor,1535,Settle,""
EWR,Newark International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,679.45,Approve in Full,""
EWR,Newark International Airport,TAP Portugal,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checkpoint,Other,1054.72,Settle,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Personal Electronics,1315.63,Settle,""
EWR,Newark International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,10.69,Settle,""
EWR,Newark International Airport,British Airways,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
EWR,Newark International Airport,British Airways,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checkpoint,Personal Accessories,175,Approve in Full,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing; Clothing; Clothing,155.83,Settle,""
EWR,Newark International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,10.81,Approve in Full,""
EWR,Newark International Airport,Jet Blue,Property Damage,Checkpoint,Jewelry & Watches,0,Deny,""
EWR,Newark International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
EWR,Newark International Airport,Virgin America,Passenger Property Loss,Checked Baggage,Jewelry & Watches,125,Settle,""
EWR,Newark International Airport,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,95,Approve in Full,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,300,Approve in Full,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny,""
EWR,Newark International Airport,Jet Blue,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,49,Approve in Full,""
EWR,Newark International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,200,Settle,""
EWR,Newark International Airport,Air New Zealand,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny,""
EWR,Newark International Airport,UAL,Property Damage,Checkpoint,Computer & Accessories,300,Settle,""
EWR,Newark International Airport,British Airways,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories; Automobile Parts & Accessories; Automobile Parts & Accessories; Automobile Parts & Accessories; Automobile Parts & Accessories,0,Deny,""
EWR,Newark International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,224.5,Settle,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Other; Other; Personal Electronics; Toys & Games,130,Settle,""
EWR,Newark International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,175,Settle,""
EWR,Newark International Airport,UAL,Property Damage,Checkpoint,Other,54.43,Settle,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
EWR,Newark International Airport,UAL,Property Damage,Checkpoint,Other,127,Settle,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Food & Drink; Other; Travel Accessories,0,Deny,""
EWR,Newark International Airport,UAL,Property Damage,Checkpoint,Clothing,84,Settle,""
EWR,Newark International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Medical/Science,0,Deny,""
EWR,Newark International Airport,UAL,Property Damage,Checked Baggage,Other,275,Settle,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Personal Accessories,125,Settle,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry & Watches,50,Approve in Full,""
EWR,Newark International Airport,UAL,Property Damage,Checkpoint,Computer & Accessories,1005.6,Approve in Full,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Personal Electronics; Personal Electronics; Personal Electronics,299.32,Settle,""
EWR,Newark International Airport,Jet Blue,Property Damage,Checkpoint,Home Decor,100,Approve in Full,""
EWR,Newark International Airport,Swiss Air,Property Damage,Checked Baggage,Baggage/Cases/Purses,50,Settle,""
EWR,Newark International Airport,British Airways,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Other; Other; Travel Accessories,0,Deny,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
EWR,Newark International Airport,Virgin America,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,0,Deny,""
EWR,Newark International Airport,UAL,Property Damage,Checkpoint,Clothing,49.99,Approve in Full,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Other,Computer & Accessories,0,Deny,""
EWR,Newark International Airport,Lufthansa,Passenger Property Loss,Checked Baggage,Medical/Science; Other,99.17,Settle,""
EWR,Newark International Airport,British Airways,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
EWR,Newark International Airport,British Airways,Passenger Property Loss,Checked Baggage,Clothing,85,Approve in Full,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Currency; Jewelry & Watches; Jewelry & Watches,0,Deny,""
EWR,Newark International Airport,Copa Airlines,Property Damage,Checked Baggage,Travel Accessories,14.74,Approve in Full,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0,Deny,""
EWR,Newark International Airport,Delta Air Lines,Property Damage,Checkpoint,Personal Electronics,140,Settle,""
EWR,Newark International Airport,USAir,Passenger Property Loss,Checkpoint,Other,147.42,Approve in Full,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,61.1,Settle,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing; Computer & Accessories,0,Deny,""
EWR,Newark International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,500,Settle,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Personal Electronics,445.46,Settle,""
EWR,Newark International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses; Other; Travel Accessories,0,Deny,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,0,Deny,""
EWR,Newark International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny,""
EWR,Newark International Airport,UAL,Property Damage,Checkpoint,Computer & Accessories,719.68,Settle,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checkpoint,Jewelry & Watches; Personal Accessories,0,Deny,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,64.62,Approve in Full,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checkpoint,Clothing,89.5,Settle,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,40,Settle,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras,0,Deny,""
EWR,Newark International Airport,UAL,Property Damage,Checkpoint,Personal Accessories,79.4,Settle,""
EWR,Newark International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Medical/Science,0,Deny,""
EWR,Newark International Airport,Lufthansa,Property Damage,Checked Baggage,Home Decor,206,Settle,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny,""
EWR,Newark International Airport,UAL,Property Damage,Checked Baggage,Home Decor,0,Deny,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny,""
EWR,Newark International Airport,USAir,Passenger Property Loss,Checked Baggage,Clothing; Clothing,0,Deny,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny,""
EWR,Newark International Airport,American Airlines,Property Damage,Checkpoint,Cameras,0,Deny,""
EWR,Newark International Airport,Swiss Air,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
EWR,Newark International Airport,USAir,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
EWR,Newark International Airport,UAL,Property Damage,Checked Baggage,Home Decor,37.5,Settle,""
EWR,Newark International Airport,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,139.49,Settle,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,54.99,Approve in Full,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,43.7,Approve in Full,""
