Response_id,Age,Education,Marital_Statu,Generation,Employment_Status,Hours_Worked,Money_Motivate,Student,Credit_Hours,Hours_Study,Exercise,Hours_Exercise,Hours_Eat_Drink,Sleep,Leisure,Phone,Blood,Life_Expectation,Energy,Children_Finance,Money_EatingOut,Smartphone_Purchase,Facebook,Instagram,SnapChat,Twitter,YouTube,LinkedIn,WhatsApp,TikTok,Pinterest,BeReal,Hours_SocialMedia,Politics
1406664,52,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Part-Time (not self-employed),15,Somewhat,No,"","",Yes,5,1.5,7,5,3,No,...worse.,Somewhat important,About the same,40,Yes,0,0,0,0,1,1,0,0,0,0,1,More
1406677,54,Bachelor's Degree,Divorced/Separated,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),50,Sole motivating factor,No,"","",Yes,8,8,7,10,7,No,...about the same.,Extremely important,Worse off,1,No,1,1,0,1,1,1,0,0,0,0,1,More
1406678,32,Graduate or Professional Degree,Never been married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Sole motivating factor,No,"","",Yes,7,12,6.5,3,4,No,...better.,Somewhat important,About the same,55,Yes,0,1,1,0,0,1,1,0,0,0,1,More
1406679,22,Bachelor's Degree,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),45,Somewhat,No,"","",Yes,11,1.5,9,1.5,2,No,...better.,Extremely important,Worse off,50,No,1,1,1,1,1,1,0,1,1,1,2,More
1406683,54,Some College,Married,Generation X (Born 1965-1980),Self-Employed,15,Somewhat,Yes,6,15,Yes,4,1,8,4,1,No,...better.,Extremely important,Worse off,0,No,0,1,0,0,0,0,0,0,1,0,1,More
1406693,32,Graduate or Professional Degree,Never been married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),45,Somewhat,No,"","",Yes,"",2,7,2,3,No,...better.,Very important,Better off,200,Yes,0,1,0,0,0,1,0,0,0,0,2,More
1406708,49,Bachelor's Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),50,Somewhat,No,"","",No,"",2,8,2,3,Yes,...better.,Very important,Better off,300,Yes,1,0,0,0,1,1,0,0,0,0,1,More
1406721,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),15,Sole motivating factor,Yes,12,20,Yes,6,2,8,3,2,No,...about the same.,Not too important,Better off,120,Yes,1,1,1,1,0,0,0,1,1,1,1,More
1406753,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),14,Not at all,Yes,13,6,Yes,7,1,6,4,6,Yes,...better.,Somewhat important,Better off,10,Yes,0,1,1,0,1,0,1,0,0,0,5,More
1406754,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),14,Not at all,Yes,13,6,Yes,7,1,6,4,6,Yes,...better.,Somewhat important,Better off,10,Yes,0,1,1,0,1,0,1,0,0,0,5,More
1406802,21,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),35,Sole motivating factor,Yes,3,15,No,"",3,4,2,5,Yes,...better.,Somewhat important,About the same,30,Yes,0,1,1,0,1,0,0,1,0,1,3,More
1406820,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),35,Somewhat,Yes,16,8,Yes,3,1.5,8,1,1,No,...better.,Very important,Worse off,150,Yes,0,1,1,1,1,1,0,1,1,1,2,More
1406911,38,Some College,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Somewhat,Yes,11,20,No,"",8,5,3,2,No,...better.,Very important,Better off,20,Yes,1,0,0,0,1,0,0,0,1,0,2,More
1406914,57,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),50,Somewhat,No,"","",Yes,4,0.5,6.5,2,0,No,...worse.,Somewhat important,Worse off,200,Yes,0,0,0,1,0,0,0,0,0,0,0.5,More
1406938,18,Less than High School,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),13,Somewhat,Yes,40,15,No,"",2,7,4,3,Yes,...better.,Not too important,Worse off,0,Yes,0,0,0,0,1,1,0,0,0,0,3,More
1406951,17,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,30,10,Yes,6,1.5,5,4,0,No,...better.,Very important,Worse off,15,Yes,0,1,0,0,1,0,0,1,1,0,1,Less
1406952,17,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,30,10,Yes,6,1.5,5,4,0,No,...better.,Very important,Worse off,15,Yes,0,1,0,0,1,0,0,1,1,0,1,Less
1407087,40,Some College,Never been married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),15,Somewhat,Yes,15,20,No,"",3,7,6,3,No,...better.,Very important,Worse off,50,Yes,0,1,0,1,1,0,1,1,1,0,2,More
1407110,23,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,12,8,No,"",3,7,3,3,No,...about the same.,Somewhat important,Worse off,30,Yes,0,1,1,0,1,0,0,0,0,0,2.5,More
1407435,17,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,9,4,Yes,10,4,8,4,6,No,...better.,Somewhat important,Worse off,50,Yes,0,1,1,1,1,0,0,0,1,1,4,More
1407436,17,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,9,4,Yes,10,4,8,4,6,No,...better.,Somewhat important,Worse off,50,Yes,0,1,1,1,1,0,0,0,1,1,4,More
1407454,19,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10.5,Somewhat,Yes,17,10,Yes,5,1,7,2,9,No,...better.,Very important,Better off,20,Yes,1,1,1,1,1,0,1,1,0,1,3,More
1407520,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,18,1,No,"",1,8,7,5,No,...better.,Not too important,About the same,3,Yes,0,1,1,0,1,1,0,1,0,0,3,More
1407656,17,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10,Somewhat,Yes,6,2,Yes,7,2,8,3,2,No,...better.,Very important,Worse off,0,No,1,0,1,0,0,0,0,0,1,0,0,More
1407663,16,Less than High School,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),5,Somewhat,No,"","",Yes,7,2,4,6,7,No,...better.,Somewhat important,Worse off,0,Yes,0,1,0,1,1,0,0,1,1,0,7,Not much impact
1407664,16,Less than High School,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),5,Somewhat,No,"","",Yes,7,2,4,6,7,No,...better.,Somewhat important,Worse off,0,Yes,0,1,0,1,1,0,0,1,1,0,7,Not much impact
1407788,25,Some College,Never been married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Sole motivating factor,Yes,7,30,No,"",1,7,3,3,No,...better.,Not too important,Better off,5,Yes,0,1,1,0,1,0,1,1,0,0,3,More
1408324,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Sole motivating factor,Yes,14,30,No,1,3,7,6,6,No,...better.,Extremely important,Worse off,90,Yes,0,1,1,0,1,0,0,0,0,0,1,More
1408657,19,High School Diploma,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Somewhat,Yes,12,3,Yes,2,2,2,2,2,No,...better.,Not at all important,About the same,8,No,0,1,1,0,0,0,0,1,0,1,0,Less
1408929,17,Less than High School,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),16,Sole motivating factor,Yes,30,10,No,"",2,6,2,3,No,...about the same.,Extremely important,Worse off,3,No,0,0,0,1,1,0,0,1,1,0,1,Less
1408930,17,Less than High School,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),16,Sole motivating factor,Yes,30,10,No,"",2,6,2,3,No,...about the same.,Extremely important,Worse off,3,No,0,0,0,1,1,0,0,1,1,0,1,Less
1409010,22,Graduate or Professional Degree,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),26,Sole motivating factor,Yes,8,21,No,"",10,8,12,24,No,...better.,Very important,Worse off,100,Yes,0,1,1,1,1,0,0,0,1,0,6,More
1409020,56,Some College,Married,Generation X (Born 1965-1980),Self-Employed,10,Somewhat,Yes,4,10,No,"",2,6,1,1,Yes,...better.,Very important,Worse off,0,No,1,0,0,0,1,0,0,0,0,0,1,More
1409168,18,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",No,"",2,Yes,15,2,6,2,2,No,...better.,Somewhat important,About the same,20,Yes,0,1,1,1,1,0,0,1,0,0,1,More
1409227,45,Graduate or Professional Degree,Divorced/Separated,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Somewhat,No,"","",No,"",4,6,3,3,No,...better.,Very important,About the same,50,Yes,1,1,0,0,1,0,0,1,1,0,2,More
1409281,18,High School Diploma,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,17,15,No,"",1,7,0,8,No,...better.,Very important,Worse off,30,Yes,0,1,0,1,1,1,0,1,1,0,8,More
1409512,19,Bachelor's Degree,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),12,Sole motivating factor,Yes,40,40,Yes,20,5,10,3,4,No,...better.,Extremely important,Worse off,0,Yes,0,1,0,0,1,0,1,0,1,0,2,More
1409513,19,Bachelor's Degree,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),12,Sole motivating factor,Yes,40,40,Yes,20,5,10,3,4,No,...better.,Extremely important,Worse off,0,Yes,0,1,0,0,1,0,1,0,1,0,2,More
1409514,19,Bachelor's Degree,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),12,Sole motivating factor,Yes,40,40,Yes,20,5,10,3,4,No,...better.,Extremely important,Worse off,0,Yes,0,1,0,0,1,0,1,0,1,0,2,More
1409515,19,Bachelor's Degree,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),12,Sole motivating factor,Yes,40,40,Yes,20,5,10,3,4,No,...better.,Extremely important,Worse off,0,Yes,0,1,0,0,1,0,1,0,1,0,2,More
1409516,19,Bachelor's Degree,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),12,Sole motivating factor,Yes,40,40,Yes,20,5,10,3,4,No,...better.,Extremely important,Worse off,0,Yes,0,1,0,0,1,0,1,0,1,0,2,More
1409517,19,Bachelor's Degree,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),12,Sole motivating factor,Yes,40,40,Yes,20,5,10,3,4,No,...better.,Extremely important,Worse off,0,Yes,0,1,0,0,1,0,1,0,1,0,2,More
1409518,19,Bachelor's Degree,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),12,Sole motivating factor,Yes,40,40,Yes,20,5,10,3,4,No,...better.,Extremely important,Worse off,0,Yes,0,1,0,0,1,0,1,0,1,0,2,More
1409519,19,Bachelor's Degree,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),12,Sole motivating factor,Yes,40,40,Yes,20,5,10,3,4,No,...better.,Extremely important,Worse off,0,Yes,0,1,0,0,1,0,1,0,1,0,2,More
1409529,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),12,Somewhat,Yes,16,24,No,"",0,8,3,4,No,...about the same.,Extremely important,Worse off,25,Yes,0,1,0,1,1,0,1,1,1,0,3,More
1409638,45,Some College,Married,Generation X (Born 1965-1980),Employed Part-Time (not self-employed),32,Somewhat,Yes,12,16,No,1,2,5,2,4,No,...better.,Extremely important,Better off,100,Yes,1,0,0,0,1,0,0,0,0,0,1,More
1409649,51,Some College,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Sole motivating factor,Yes,7,8,Yes,3,1,8,1,1,No,...better.,Somewhat important,Worse off,100,Yes,0,0,0,0,0,1,0,0,0,0,0.5,More
1409650,51,Some College,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Sole motivating factor,Yes,7,8,Yes,3,1,8,1,1,No,...better.,Somewhat important,Worse off,100,Yes,0,0,0,0,0,1,0,0,0,0,0.5,More
1409651,22,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,14,1,No,"",3,7,13,7,Yes,...worse.,Extremely important,Worse off,8,Yes,0,1,0,1,1,0,0,1,0,0,8,More
1409664,19,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),12,Somewhat,Yes,16,15,Yes,5,3,7.5,0.5,2,Yes,...better.,Not too important,Worse off,20,Yes,1,1,1,0,1,0,0,1,1,1,2,More
1409688,45,Some College,Widowed,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),45,Sole motivating factor,Yes,12,20,Yes,"",1.5,7,2,1,No,...better.,Very important,Worse off,0,Yes,0,0,0,0,1,0,0,0,0,0,0,More
1409824,43,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),35,Somewhat,No,"","",No,"",1.5,7,1,2,No,...about the same.,Not too important,Better off,87.37,Yes,1,0,0,0,0,0,0,0,0,0,0.5,More
1409879,21,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Somewhat,Yes,21.5,7,Yes,6,1,5,3,4,No,...better.,Somewhat important,About the same,12,Yes,1,1,1,0,0,1,0,1,1,0,3,More
1409880,21,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Somewhat,Yes,21.5,7,Yes,6,1,5,3,4,No,...better.,Somewhat important,About the same,12,Yes,1,1,1,0,0,1,0,1,1,0,3,More
1409961,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),30,Sole motivating factor,Yes,13,10,Yes,5,1,7,1,3,No,...better.,Somewhat important,Worse off,50,Yes,1,1,1,0,1,1,0,1,0,1,2,More
1409995,21,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,9,12,Yes,3,1,8,3,1,No,...about the same.,Not too important,About the same,25,Yes,0,0,0,0,1,0,0,1,0,0,1,More
1410152,39,Some College,Married,Millennials (Born 1981-1995),Unemployed...not seeking employment,"","",Yes,7,10,No,"",1,5,4,4,No,...better.,Somewhat important,Worse off,100,Yes,1,1,1,0,1,0,0,0,0,0,1,More
1410464,15,High School Diploma,Never been married,Gen Z (Born 1996-2015),Self-Employed,5,Somewhat,Yes,8,2,No,"",1,8,1,1,No,...better.,Not too important,Better off,10,Yes,1,1,1,0,1,0,0,1,1,1,1,More
1410470,50,Graduate or Professional Degree,Divorced/Separated,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),45,Somewhat,No,"","",Yes,6,2,6,8,8,No,...about the same.,Somewhat important,Worse off,80,Yes,1,0,0,0,1,1,0,0,0,0,5,More
1410513,35,Some College,Divorced/Separated,Millennials (Born 1981-1995),Unemployed...not seeking employment,"","",Yes,13,40,No,"",2,6,6,1,No,...better.,Somewhat important,Worse off,0,Yes,1,1,0,1,1,0,0,1,1,0,1,More
1410561,24,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,5,14,No,"",1,8,12,0,No,...about the same.,Not too important,Worse off,0,No,0,0,0,0,1,0,0,0,0,0,10,More
1410875,55,Graduate or Professional Degree,Divorced/Separated,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),50,Sole motivating factor,Yes,3,2,No,"",3,7,3,0,No,...about the same.,Not too important,About the same,275,Yes,1,1,0,1,1,0,1,0,0,0,1,More
1410941,22,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Sole motivating factor,Yes,16,4,No,"",4,6,4,4,Yes,...better.,Somewhat important,Worse off,15,Yes,1,1,0,1,1,0,0,0,0,0,1,More
1411380,71,Graduate or Professional Degree,Married,Baby Boomers (Born 1946-1964),Retired,"","",No,"","",Yes,4,2,6,2,1,No,...better.,Very important,About the same,50,Yes,1,1,1,0,1,1,0,0,1,0,0.5,More
1411531,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Somewhat,Yes,15,8,Yes,2,1,8,3,1,No,...better.,Very important,Worse off,18,Yes,0,1,1,0,1,1,0,0,0,0,1,More
1411578,71,Graduate or Professional Degree,Divorced/Separated,Baby Boomers (Born 1946-1964),Employed Part-Time (not self-employed),20,Somewhat,No,"","",Yes,2.5,1.5,7,2,1,No,...better.,Extremely important,Worse off,20,Yes,1,0,0,0,0,0,0,0,0,0,1,More
1411587,21,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,40,1,No,"",2,8,3,2,No,...better.,Extremely important,Worse off,0,Yes,0,0,0,0,1,0,0,0,0,0,0,More
1411663,26,Some College,Divorced/Separated,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),40,Somewhat,Yes,6,3,No,"",1,8,2,3,No,...better.,Extremely important,Better off,30,Yes,1,1,0,0,0,0,0,0,0,0,2,More
1411813,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),25,Somewhat,Yes,18,8,Yes,30,3,8,3,3,No,...better.,Somewhat important,Worse off,0,Yes,1,1,1,1,1,1,0,0,0,0,3,More
1411916,34,Some College,Divorced/Separated,Millennials (Born 1981-1995),Self-Employed,22,Somewhat,Yes,5,15,Yes,2,1.5,7,3,2,No,...better.,Somewhat important,Worse off,30,No,1,1,0,0,0,0,0,0,0,0,1,More
1412983,18,Some College,Never been married,Gen Z (Born 1996-2015),Self-Employed,20,Somewhat,Yes,15,15,Yes,5,2,6,3,2,No,...better.,Very important,Better off,50,Yes,0,1,0,1,1,0,0,1,1,0,2,More
1413077,41,Some College,Never been married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),32,Somewhat,Yes,7,15,No,"",2,8,2,1,Yes,...better.,Very important,About the same,120,Yes,0,0,0,0,0,0,1,0,0,0,1,More
1413139,31,Bachelor's Degree,Never been married,Millennials (Born 1981-1995),Unemployed...seeking employment,"","",Yes,8,10,Yes,3,2,8,0.5,2,Yes,...better.,Very important,Worse off,5,Yes,0,1,0,0,1,0,1,0,0,0,1,More
1413261,48,Bachelor's Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),36,Somewhat,Yes,6,20,No,"",2,7,2,2,No,...about the same.,Very important,Worse off,100,No,1,0,0,0,1,0,0,0,0,0,2,More
1413336,20,Bachelor's Degree,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10,Somewhat,Yes,15,3,Yes,15,1.5,8,4,2,No,...better.,Very important,Worse off,60,Yes,0,1,1,0,1,1,0,0,0,0,1,More
1413352,16,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,6,35,Yes,7,3.5,9,10,4,No,...better.,Somewhat important,About the same,45,Yes,0,1,1,0,1,0,0,0,0,0,2,More
1413660,33,Some College,Widowed,Millennials (Born 1981-1995),Unemployed...not seeking employment,"","",Yes,12,5,No,"",2,8,3,8,No,...about the same.,Extremely important,Worse off,0,Yes,1,0,1,0,0,0,0,0,0,0,4,More
1413747,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),30,Sole motivating factor,Yes,13,3,Yes,2,1,3,2,2,No,...better.,Very important,Better off,18,Yes,1,1,1,0,1,0,0,1,1,0,2,More
1413988,59,Graduate or Professional Degree,Married,Baby Boomers (Born 1946-1964),Employed Full-Time (not self-employed),60,Somewhat,No,"","",No,"",1,6.5,3,1,No,...better.,Somewhat important,Worse off,175,Yes,0,0,0,0,1,0,1,0,0,0,1,More
1414089,20,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,12,36,No,"",2,9,3,5,No,...better.,Somewhat important,Worse off,100,Yes,0,1,0,0,1,0,0,1,0,0,3,More
1414952,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Somewhat,Yes,7,3,No,"",3,7,5,8,No,...about the same.,Somewhat important,Worse off,40,Yes,1,1,1,1,1,0,0,0,1,0,3,More
1415314,65,Graduate or Professional Degree,Married,Baby Boomers (Born 1946-1964),Employed Part-Time (not self-employed),50,Sole motivating factor,No,"","",Yes,15,1.5,6,4,1,Yes,...about the same.,Not too important,Worse off,100,No,1,0,0,1,1,1,1,0,0,0,1,More
1415463,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),18,Somewhat,Yes,16,25,Yes,8,2,6,5,3,No,...better.,Not at all important,Better off,100,Yes,0,1,1,0,1,1,1,1,0,1,3,More
1415470,16,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Somewhat,Yes,25,2,Yes,"",1,8,8,2,No,...better.,Not too important,Worse off,0,Yes,0,1,1,0,0,0,0,0,0,0,1,More
1415642,39,Graduate or Professional Degree,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Sole motivating factor,No,"","",No,"",1,8,3,3,No,...better.,Somewhat important,About the same,150,Yes,1,1,1,1,1,0,1,1,1,0,2,More
1416425,44,Some College,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Sole motivating factor,Yes,10,15,Yes,2,1.5,6,4,4,No,...better.,Somewhat important,About the same,300,Yes,1,0,1,0,1,0,0,1,0,0,4,Not much impact
1416678,28,Bachelor's Degree,Never been married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Somewhat,Yes,6,15,No,"",2,6,4,6,No,...about the same.,Somewhat important,Worse off,60,Yes,1,0,0,0,1,1,0,0,0,0,1,More
1416806,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Sole motivating factor,Yes,16,12,Yes,10,2,6,3,6,No,...about the same.,Somewhat important,Worse off,50,Yes,0,1,1,0,1,0,0,1,1,0,3,More
1417048,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10,Somewhat,Yes,4,10,Yes,5,3,8,5,3,No,...better.,Very important,Worse off,5,Yes,1,1,1,0,1,0,0,0,1,0,2,Not much impact
1419073,17,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,6,4,Yes,9,2,7,9,8,No,...better.,Not too important,About the same,19,Yes,0,1,1,0,1,0,0,1,0,0,6,More
1419671,18,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,14,9,No,"",1,7,7,3,No,...better.,Very important,Better off,0,Yes,0,0,1,1,1,0,1,0,1,0,3,More
1419910,58,Graduate or Professional Degree,Married,Baby Boomers (Born 1946-1964),Employed Full-Time (not self-employed),44,Not at all,No,"","",No,"",2,8,6,1,Yes,...better.,Somewhat important,About the same,100,No,1,0,0,0,1,1,0,0,0,0,3,More
1419930,25,Some College,Never been married,Millennials (Born 1981-1995),Unemployed...seeking employment,"","",Yes,14,21,Yes,10,1,7,3,1,No,...better.,Not at all important,Worse off,100,No,1,0,0,1,1,1,0,0,1,0,1,More
1420013,44,Some College,Married,Generation X (Born 1965-1980),Unemployed...seeking employment,"","",Yes,16,40,Yes,8,9,8,2,2,Yes,...better.,Very important,Worse off,0,Yes,1,1,0,0,1,1,0,0,0,0,1,More
1420068,36,Some College,Divorced/Separated,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Sole motivating factor,Yes,12,19,No,"",2,4,0,3,No,...better.,Somewhat important,Worse off,0,Yes,0,1,0,1,1,0,0,0,1,0,0,More
1420297,23,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,12,25,No,"",3,12,4,1,No,...better.,Not too important,Worse off,0,Yes,1,1,1,1,1,0,0,1,1,0,1,More
1420330,22,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,12,5,No,"",4,8,6,1,No,...better.,Somewhat important,About the same,0,No,0,0,0,0,1,0,0,0,0,0,2,Not much impact
1420364,48,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),30,Not at all,No,"","",Yes,7,2,7,4,1,No,...about the same.,Somewhat important,Worse off,40,No,0,0,0,0,1,0,0,0,0,0,0,More
1420478,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),26,Sole motivating factor,Yes,12,10,Yes,5,4,7,4,4,No,...better.,Somewhat important,Worse off,250,Yes,0,1,1,0,0,0,0,1,0,1,2,Less
1420693,17,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),10,Somewhat,Yes,12,5,No,"",2,8,3,2,Yes,...better.,Not too important,About the same,0,Yes,0,0,0,0,1,0,0,0,0,0,1,More
1420722,20,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,6,10,No,"",1,7,7,7,No,...better.,Extremely important,Better off,14,Yes,0,1,0,1,1,1,0,1,0,0,6,More
1420864,16,Less than High School,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,3,2,No,"",1.5,5,1.5,4,No,...better.,Not at all important,Better off,14,Yes,0,0,1,0,1,0,1,0,0,0,3,More
1422835,55,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),30,Somewhat,No,"","",Yes,10,3,8,2,2,No,...better.,Not too important,Better off,175,Yes,1,1,1,1,1,0,0,0,0,0,1.5,More
1422955,37,Some College,Married,Millennials (Born 1981-1995),Unemployed...seeking employment,"","",Yes,4,10,Yes,7,3,7,2,1,No,...better.,Somewhat important,Better off,0,No,0,0,0,0,1,0,0,0,0,0,0,More
1423451,53,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Somewhat,No,"","",Yes,7,2,5,2,3,Yes,...better.,Not too important,About the same,100,Yes,1,0,0,1,1,0,0,0,0,0,3,More
1423542,21,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),20,Somewhat,Yes,18,25,Yes,15,3,7,5,3,No,...better.,Very important,Worse off,50,Yes,1,1,1,1,1,1,0,1,1,1,3,More
1423730,44,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),30,Sole motivating factor,No,"","",Yes,6,2,8,3,1,No,...better.,Very important,Better off,0,Yes,0,0,0,0,1,0,0,0,0,0,1,More
1423742,32,Some College,Married,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),40,Sole motivating factor,Yes,3,15,Yes,3,1,7,8,8,No,...better.,Very important,Better off,200,Yes,1,0,0,0,1,0,1,0,0,0,1,More
1423766,35,High School Diploma,Married,Millennials (Born 1981-1995),Unemployed...not seeking employment,"","",Yes,4,8,No,"",1,8,5,1,No,...better.,Very important,Better off,0,Yes,0,0,0,0,1,0,0,1,0,0,1,More
1423842,54,Graduate or Professional Degree,Widowed,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Somewhat,No,"","",Yes,3,5,7,5,1,No,...about the same.,Very important,About the same,50,Yes,1,0,1,1,0,0,0,0,0,0,4,More
1423872,20,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,8,30,Yes,10,3,7,8,5,No,...better.,Very important,Worse off,50,Yes,0,0,0,1,1,0,0,0,0,0,5,More
1423891,56,Graduate or Professional Degree,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Sole motivating factor,No,"","",Yes,10,2,7,5,2,No,...about the same.,Extremely important,Better off,50,Yes,1,1,1,0,0,0,0,0,0,0,0.125,More
1423928,23,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),30,Somewhat,Yes,13,8,No,"",4,6,7,8,No,...better.,Very important,Worse off,65,Yes,1,1,1,1,1,1,0,1,1,0,9,More
